lemma,language,saliency rank,saliency score
theology,es,5506,0.23098362625988808
purify,es,5507,0.23056253018135195
chew,zh,5508,0.23047116602309625
patriotism,es,5509,0.23035246400493628
dangerous,en,5510,0.23004279384420478
affinity,es,5511,0.22988221507530826
aquarium,es,5512,0.22980000645138465
initiator,nl,5513,0.22959880144095945
plague,nl,5514,0.22951542940281763
response,en,5515,0.22896805844161713
pub,zh,5516,0.22893412717110806
fly,en,5517,0.22887575498767831
victory,nl,5518,0.2285692349165566
archaeologist,es,5519,0.2284550899930885
concept,es,5520,0.22842783768532302
threshold,zh,5521,0.22817202631645386
conservative,zh,5522,0.22773577573874296
rock,es,5523,0.22725923664288133
invisible,zh,5524,0.2270339015346473
otter,en,5525,0.22678430490031232
capsule,es,5526,0.2265390856586771
liberation,es,5527,0.22646767166196574
horticulture,nl,5528,0.2264333494995274
passport,nl,5529,0.22640655700308168
shin,en,5530,0.22637995668344527
dynamic,es,5531,0.22629631435122927
adjective,zh,5532,0.22594449349740292
vitamin,en,5533,0.2257020195519906
evidence,zh,5534,0.22561988689413845
boil,en,5535,0.22540839625456047
accountant,nl,5536,0.2251760606616599
twin,es,5537,0.22509995870454566
drizzle,en,5538,0.22472119755470196
anonymous,es,5539,0.2246366795506606
pretentious,en,5540,0.22459577904574973
overcrowding,zh,5541,0.22451534390206926
costume,en,5542,0.22434437501688814
reprimand,zh,5543,0.224306365217023
exile,zh,5544,0.22423290627825945
guitarist,en,5545,0.2240849664480554
beige,nl,5546,0.22395111213873822
kimono,zh,5547,0.22382856752838493
identification,es,5548,0.22372985625974454
stomach,es,5549,0.22334389130226068
volt,zh,5550,0.2231667563943294
branch,es,5551,0.22302858471214154
rustic,en,5552,0.22298887655962152
homeless,nl,5553,0.22289113940665514
ornament,en,5554,0.22269753675191714
bingo,nl,5555,0.22261985726194974
relativity,zh,5556,0.22256256359910317
mutation,es,5557,0.22243571642736903
rinse,en,5558,0.22227678436439963
raccoon,en,5559,0.22206472015836254
linen,nl,5560,0.2220525737513588
fit,en,5561,0.22199064826123197
plantation,nl,5562,0.22183154751086606
riot,en,5563,0.22176118850714438
eyebrow,es,5564,0.22175777991299842
organic,es,5565,0.22173088698796806
frustration,nl,5566,0.2215914274802501
marrow,es,5567,0.22104333781817898
reciprocity,es,5568,0.22058686064191846
turbine,en,5569,0.22051378301736227
housing,en,5570,0.22035067324541402
prey,nl,5571,0.2202221460140655
tomb,zh,5572,0.22011722490556557
negotiation,zh,5573,0.21979979346393216
adviser,zh,5574,0.2195424843068713
armor,es,5575,0.21943138170971024
acupuncture,es,5576,0.21938676643896968
efficient,es,5577,0.21936105921688728
band,nl,5578,0.2193252431456828
collect,nl,5579,0.2191609340375084
mango,es,5580,0.2190797740140054
guideline,en,5581,0.21907881034133664
drainage,es,5582,0.21905864365033972
widespread,es,5583,0.21882899146311802
trench,en,5584,0.21869255781058097
detergent,nl,5585,0.21861391026016735
surveillance,es,5586,0.21860718171531365
banquet,zh,5587,0.218359307734791
wand,en,5588,0.218358561539986
sword,es,5589,0.21829235270453534
sponge,en,5590,0.21825054630263566
eleven,zh,5591,0.21772000283220264
ski,en,5592,0.21754571061213765
addiction,nl,5593,0.21749265022574318
courage,nl,5594,0.21743795902067423
kidnapping,es,5595,0.21740587443482637
soften,nl,5596,0.21713097903588868
dowry,zh,5597,0.2170265210541682
infection,es,5598,0.21698475562338784
grapefruit,en,5599,0.21697757693543526
gene,zh,5600,0.2167821385441654
thimble,nl,5601,0.21673838609636292
negligence,es,5602,0.21656079316459614
credible,nl,5603,0.21608306138996877
bottle,zh,5604,0.21606903613222217
beetle,en,5605,0.21587036510197025
period,nl,5606,0.21586604246234806
credibility,zh,5607,0.2156352276373729
drum,en,5608,0.2155037578634268
bikini,en,5609,0.21547597700902366
lakes,es,5610,0.21540249670180142
old,zh,5611,0.21537170554489798
nectar,en,5612,0.21510826082522172
dismantle,es,5613,0.2148968838703212
music,es,5614,0.2146763914863633
trench,es,5615,0.2141534434993333
pistachio,en,5616,0.2140435423972259
allergy,zh,5617,0.21369626774301495
kitten,es,5618,0.21368885443493407
fern,en,5619,0.2134191305132491
wet,en,5620,0.213403877882308
wither,zh,5621,0.2132945527616165
dissident,zh,5622,0.21322704391448338
mule,es,5623,0.21317129246980362
telescope,zh,5624,0.213139696106367
regret,nl,5625,0.21262142642925969
medical,es,5626,0.21244748001056
bulge,zh,5627,0.21233911426245045
pineapple,en,5628,0.21208835241647064
marrow,zh,5629,0.21197561410613538
duet,nl,5630,0.21195965847532636
fainting,zh,5631,0.21195233530862648
qualified,en,5632,0.2117311811372228
bacteria,zh,5633,0.21144663321147242
fetus,es,5634,0.21135100416912703
playboy,en,5635,0.21134666901617344
airline,en,5636,0.2110781959570636
tire,en,5637,0.2109996625586897
audience,en,5638,0.2109580222666127
righteous,es,5639,0.2109333295518591
copper,es,5640,0.2105922346593345
bowling,nl,5641,0.2104044621966539
subtle,es,5642,0.21004597580855264
omit,zh,5643,0.20993749368734257
sincere,zh,5644,0.20987932910616836
sarcasm,es,5645,0.20987427952709295
dock,nl,5646,0.2098484956627958
authenticity,nl,5647,0.20978499875392267
migration,es,5648,0.20950654053861525
harmonica,es,5649,0.20944971341248309
introduce,es,5650,0.209342695610207
lawyer,es,5651,0.20873626320246322
stubborn,zh,5652,0.20848126834975567
headache,nl,5653,0.20845528252701612
weaving,zh,5654,0.20788504938224445
fracture,es,5655,0.20784309039266652
triplet,es,5656,0.20774243466157247
device,es,5657,0.20773076206456226
pianist,es,5658,0.2076979548152277
withdraw,zh,5659,0.20755242888516512
drainage,zh,5660,0.20751482821432846
shrimp,es,5661,0.20743609257797974
crematorium,zh,5662,0.20695794933344971
exotic,en,5663,0.2068710376752598
shrub,nl,5664,0.20671948915244442
reflective,nl,5665,0.20650906742155084
arthritis,en,5666,0.2061607967434125
cubic,zh,5667,0.2060530777628461
marker,es,5668,0.2058834505787372
prototype,zh,5669,0.20587072978917206
prince,zh,5670,0.20575002191799296
agile,es,5671,0.2056073691536614
quantum,zh,5672,0.20537969953850102
cast,es,5673,0.2053631348599162
emerald,en,5674,0.20503434914108962
liver,nl,5675,0.20502877144677567
lobster,nl,5676,0.2049585939745782
bikini,nl,5677,0.20480407696009367
traction,zh,5678,0.20480266320669221
arrow,es,5679,0.20463577865944002
patriarch,es,5680,0.2045817662249399
uranium,es,5681,0.20422031845352343
sunglass,nl,5682,0.2042129049980517
area,en,5683,0.20409376021447467
baby,zh,5684,0.20398133691205636
beetle,nl,5685,0.20397389633389731
platinum,en,5686,0.2038943587620346
euphemism,zh,5687,0.20389373807155445
sen,zh,5688,0.20373127039150324
obsolete,es,5689,0.20338759479302962
taekwondo,zh,5690,0.20331116505677357
sweater,en,5691,0.20290926979863863
yesterday,es,5692,0.20278230922845694
suspicious,zh,5693,0.2026840483609098
pilgrimage,es,5694,0.2025948493793379
vector,es,5695,0.202564278626741
lifeguard,es,5696,0.20245768190355445
kettle,en,5697,0.20179468472621104
pipe,nl,5698,0.20169280583339938
orphanage,en,5699,0.2015694578611448
idealism,nl,5700,0.20153971973416354
totalitarianism,es,5701,0.2011964826571799
spelling,es,5702,0.20115920390430814
hypocrite,es,5703,0.20103292335201559
inertia,es,5704,0.20058419859908685
simulator,es,5705,0.2004769139584277
ideal,nl,5706,0.20046259214859433
confess,nl,5707,0.20000776780783142
quantitative,es,5708,0.19999731414489302
sociology,es,5709,0.1999222822526953
eruption,es,5710,0.19989495581852046
obesity,es,5711,0.19981237380893124
nature,en,5712,0.1996699534705629
martyr,es,5713,0.1991105703702756
utopia,zh,5714,0.19907405471196435
wasp,nl,5715,0.19898056207400605
fur,nl,5716,0.19880561968206584
nun,en,5717,0.19829178582069715
window,en,5718,0.1979194551511517
karate,en,5719,0.19788412351666945
meadow,nl,5720,0.19781576978922197
collarbone,zh,5721,0.19764278477987313
ambition,zh,5722,0.19762730797850322
manuscript,nl,5723,0.197508389298109
global,es,5724,0.19736022659510372
gazebo,nl,5725,0.19720738877935284
metamorphosis,zh,5726,0.1971853506089864
semantic,es,5727,0.19715672075999943
prophecy,es,5728,0.1971066088768665
fennel,nl,5729,0.19704284501074887
electrician,zh,5730,0.19695711950992986
writer,nl,5731,0.19691119324323814
projector,en,5732,0.19683749349151045
ear,nl,5733,0.1964611851927334
chef,en,5734,0.1963606561171963
furniture,es,5735,0.19633175280900278
plantation,en,5736,0.19618738777941366
west,zh,5737,0.19615830487095176
calm,en,5738,0.19611284433426576
interval,zh,5739,0.19599197323501802
boxer,es,5740,0.1957845485021155
feud,en,5741,0.19569676681781112
whale,es,5742,0.19568052225213323
relativity,es,5743,0.19534911659415705
parachute,en,5744,0.1950940666179264
sweet,es,5745,0.19506931561126972
congenital,nl,5746,0.19477744542940983
rebel,en,5747,0.1946562016369888
catfish,en,5748,0.19460344949618852
narrator,es,5749,0.19453251765242588
altruism,es,5750,0.19441414708411558
syntax,es,5751,0.19396036986989904
antelope,zh,5752,0.19392170871438555
pus,es,5753,0.19386657467362398
sunset,zh,5754,0.19359613885265375
orderly,es,5755,0.19349300306117376
halo,es,5756,0.19339999200686134
grenade,en,5757,0.1932805477789418
alternate,en,5758,0.19318636571198788
discount,es,5759,0.19296001911113717
astigmatism,zh,5760,0.19272543073188825
crown,es,5761,0.192714040576526
container,es,5762,0.19244258023811042
gynecologist,zh,5763,0.19207322524945117
weak,en,5764,0.1920546352831694
toxin,zh,5765,0.19205438428385188
pilot,nl,5766,0.19198665798229514
laurel,en,5767,0.19187663358719043
methane,es,5768,0.1918400862864562
dehydration,zh,5769,0.19163282421637623
skateboard,en,5770,0.19162935316494586
fasting,es,5771,0.1915921137274194
lemon,es,5772,0.19141495110725237
abortion,en,5773,0.19140262734788024
mediocre,zh,5774,0.190730821526426
karma,zh,5775,0.1906163470936733
pulpit,zh,5776,0.1905612636806172
axe,es,5777,0.19022485000829117
carbonate,zh,5778,0.19021079614513503
pawn,es,5779,0.1901842454524104
hammock,es,5780,0.1901555305896451
caterpillar,nl,5781,0.18954233680007554
goose,en,5782,0.1894297878407627
hummingbird,en,5783,0.18940602943940987
diameter,zh,5784,0.18932530272547204
cloudy,zh,5785,0.18922643347645257
strive,en,5786,0.18915943510797784
pheasant,nl,5787,0.18908141972434792
consulate,zh,5788,0.18899014962458782
residential,en,5789,0.18883940439277508
modeling,en,5790,0.1885664393898787
stunt,nl,5791,0.18851104731993956
absolutely,en,5792,0.18849733228066876
butane,es,5793,0.18832362717472534
hibernation,nl,5794,0.18822072198955886
rattlesnake,es,5795,0.18804340237859302
strange,nl,5796,0.18794631120679728
lobster,zh,5797,0.1878822661590142
decoration,nl,5798,0.18742842841998816
pearls,nl,5799,0.18700112253442205
crowd,en,5800,0.18681335258539905
gypsy,en,5801,0.1867889517510946
crystal,en,5802,0.18659042430726427
ginger,zh,5803,0.18654716532382742
beep,zh,5804,0.18630420553462326
subordinate,es,5805,0.18624076152020883
admission,en,5806,0.18618672199966363
lever,es,5807,0.18596892420522873
raspberry,nl,5808,0.18586393474512666
coral,en,5809,0.18573428687448232
computing,zh,5810,0.1855122765804447
witchcraft,zh,5811,0.18531435578014704
overlap,zh,5812,0.18513444290704656
autopsy,es,5813,0.18493808970403372
air,nl,5814,0.18488040047570156
mailbox,nl,5815,0.18485475728358267
brave,es,5816,0.1844961350727964
mechanic,nl,5817,0.18440408507872114
ancestor,es,5818,0.18426152492243622
surprise,es,5819,0.18407408460378888
orange,es,5820,0.1840740505210092
waltz,en,5821,0.18382325154314733
bakery,nl,5822,0.18382213163417324
processor,es,5823,0.18378036868699574
giraffe,en,5824,0.18373713654060625
meteorology,es,5825,0.18363687270584572
desert,en,5826,0.18321739603596593
grumpy,nl,5827,0.183043689482497
nirvana,es,5828,0.18303559476330988
shorten,nl,5829,0.18298583666214158
sodium,en,5830,0.18292626584226448
accuracy,en,5831,0.18286557880872084
prostitution,es,5832,0.18284036396483652
cylinder,es,5833,0.18278264586331566
familiar,en,5834,0.18268548592006145
dew,en,5835,0.18246569154264275
telescope,es,5836,0.182412795466005
oscillation,es,5837,0.18221595877007044
edema,zh,5838,0.18199211316273686
chant,es,5839,0.1819614158595253
fry,nl,5840,0.18191677580487092
exorcism,es,5841,0.18190228368489866
examiner,en,5842,0.18174321232292895
gardener,en,5843,0.1814934737597479
winter,en,5844,0.18110882853265037
syndrome,en,5845,0.18084738056418928
chair,en,5846,0.18073479616516
ordinary,nl,5847,0.18071876446124982
multiplication,es,5848,0.1806115703969881
veto,es,5849,0.18039207535477608
turtle,en,5850,0.18024562660104002
illustration,nl,5851,0.18016261151800417
guitarist,nl,5852,0.18002656513268275
bullet,es,5853,0.17990713513509646
guitarist,es,5854,0.17940983071654018
consumer,nl,5855,0.1792140309961218
appetizer,nl,5856,0.17774953637263508
bathtub,zh,5857,0.177704756619257
narrator,en,5858,0.17738511464338927
earring,nl,5859,0.17701530123220768
crow,zh,5860,0.17687449470263744
force,en,5861,0.1767706737582927
meatball,nl,5862,0.17669487908749962
host,zh,5863,0.1764251633284999
fast,es,5864,0.17631530223049424
dungeon,es,5865,0.17620375729220128
lipstick,nl,5866,0.17578738333834062
sleeper,en,5867,0.1757439774372571
nomination,zh,5868,0.17552643932451306
hereditary,es,5869,0.17540183747832755
goose,nl,5870,0.17534687035659416
fennel,en,5871,0.17525918527753062
gambler,zh,5872,0.17525081534746706
fable,es,5873,0.17522357624880075
mouse,es,5874,0.17514168163271673
cremation,nl,5875,0.1746030920751488
apricot,nl,5876,0.17451777311238784
magnesium,es,5877,0.1744675200036026
honor,nl,5878,0.17439323445157848
questionnaire,nl,5879,0.17429182355691059
dignitary,zh,5880,0.17428468692401636
brandy,es,5881,0.1741378344849881
slave,zh,5882,0.17413432684312632
disability,es,5883,0.17403791370596644
coin,es,5884,0.1740221782885867
euphemism,es,5885,0.1740101394633917
teaspoon,nl,5886,0.17393728252218982
arctic,en,5887,0.17390128542824906
essence,es,5888,0.17387886341812903
loyal,en,5889,0.17386782809383472
defense,en,5890,0.1738663883076785
precipitation,zh,5891,0.17380099492363282
scent,zh,5892,0.17368525035337454
mask,en,5893,0.1733279447028468
shock,es,5894,0.1730234103708371
spine,en,5895,0.17286196499802411
steel,en,5896,0.17281299153341634
prince,nl,5897,0.17279776810828476
utensil,zh,5898,0.1727015910089424
frustration,zh,5899,0.1726167372768913
cardamom,en,5900,0.17250524380579454
face,en,5901,0.1724780932340815
anatomy,zh,5902,0.1723835532794975
transformer,es,5903,0.17236365797012138
questionnaire,zh,5904,0.1722341928974392
pollen,en,5905,0.17199099657822417
pill,en,5906,0.1719400728939172
refine,en,5907,0.17175647136445316
suicide,es,5908,0.17142402052605898
flask,nl,5909,0.17141984712463965
fascist,zh,5910,0.17138975222071445
cult,zh,5911,0.1712853865689577
ambulance,nl,5912,0.1710557517188128
sparrow,zh,5913,0.17101933806066724
aluminum,es,5914,0.17095371363922746
harmless,zh,5915,0.17075519921531068
chandelier,en,5916,0.17067470670838047
yogurt,en,5917,0.17039963273401393
steep,nl,5918,0.1703692101784031
beginner,en,5919,0.17029227737750957
deception,es,5920,0.1702686173679386
warehouse,es,5921,0.17025637378372588
arsenic,es,5922,0.17025154733503056
alia,nl,5923,0.17023966261854748
weasel,en,5924,0.1699696486617649
crocodile,es,5925,0.16978311794010034
casino,en,5926,0.1695281196497178
dilute,es,5927,0.1694582418217478
pipe,zh,5928,0.16942520390871546
ultraviolet,zh,5929,0.16932318564316773
pickle,zh,5930,0.169230267607674
infrared,zh,5931,0.16910360847983752
magnet,en,5932,0.16905753329250048
glove,en,5933,0.16872721831384746
archaeology,en,5934,0.1687134496120628
injection,es,5935,0.16863827952789562
boutique,zh,5936,0.16832704171258678
rebirth,es,5937,0.1682920963355492
pessimistic,es,5938,0.16821645841207777
puppet,en,5939,0.16809499751074414
trace,nl,5940,0.16779517213238362
ambitious,es,5941,0.1677034874012029
microphone,es,5942,0.1675830560610377
depth,zh,5943,0.16749215972047088
lungs,en,5944,0.16737538892256912
vulnerable,zh,5945,0.16733773952635198
bachelor,es,5946,0.1671763102338554
ham,en,5947,0.16712112391833894
infantry,es,5948,0.16686386134854234
reality,zh,5949,0.16655345508141575
skyscraper,en,5950,0.16648493543823936
crater,es,5951,0.1662499472711659
axe,nl,5952,0.16579943444010203
militia,es,5953,0.16572976936731795
frog,nl,5954,0.16551255590670472
master,zh,5955,0.16543831799754025
revenge,es,5956,0.165291527398859
shower,zh,5957,0.16510542078090257
annal,zh,5958,0.16510343297400917
aerobic,zh,5959,0.16499855466504004
destructive,en,5960,0.1646509980497111
specialty,zh,5961,0.16457900183208804
inherent,es,5962,0.16457016193901636
mermaid,es,5963,0.164222344485022
anatomy,en,5964,0.16420673118833315
dove,zh,5965,0.16403426455706704
pathogen,es,5966,0.16391855568434716
yacht,en,5967,0.16371680913457878
jeans,nl,5968,0.1636798201386446
victory,en,5969,0.16320669761434925
speculation,zh,5970,0.16315715414121496
faction,en,5971,0.1629319778210745
illustration,es,5972,0.1628706659621462
wig,en,5973,0.16283401527065153
prop,zh,5974,0.16272759470594728
mirage,zh,5975,0.16262398043616375
dictionary,es,5976,0.1625887931489855
confident,en,5977,0.16238049641141752
poker,es,5978,0.16237948116430226
retro,en,5979,0.1623589429168131
pneumonia,nl,5980,0.1623421806617395
guillotine,es,5981,0.16234047571221213
magnet,es,5982,0.1621942219433789
marginal,zh,5983,0.16207026417343706
antidote,es,5984,0.16199275343295988
intestine,nl,5985,0.16180240396098955
surfing,en,5986,0.16179551871795927
cleaning,en,5987,0.16169104532341746
indecent,zh,5988,0.1616021848036397
blame,en,5989,0.1615192149961486
alienation,es,5990,0.1615005983199211
improvisation,es,5991,0.16138145183200825
thinker,nl,5992,0.1612408470533874
kidnapper,zh,5993,0.16118491211872174
homemade,en,5994,0.16102286748603295
reckless,es,5995,0.16092943318664468
fission,zh,5996,0.1609025136708258
temporarily,nl,5997,0.16007423443637955
salt,zh,5998,0.15999139941862128
fictional,zh,5999,0.15960575968115623
alloy,zh,6000,0.15939146883514432
voter,zh,6001,0.15909855214211138
friendship,zh,6002,0.15880767746558438
nebula,zh,6003,0.15876276211699963
diabetes,en,6004,0.1584870325115551
decorate,es,6005,0.1583417017480772
anesthesia,zh,6006,0.15829136857791154
cupboard,zh,6007,0.158268411463786
manager,zh,6008,0.15824149188960263
puppy,zh,6009,0.1580787537366906
mouse,en,6010,0.15800139954578787
inflammation,nl,6011,0.15799853646602022
vanguard,zh,6012,0.1578472351136631
ace,es,6013,0.15766819256902548
addict,nl,6014,0.15766049381161665
condom,en,6015,0.1575404321190728
zinc,es,6016,0.1574855204566953
prosperity,nl,6017,0.15737996803487264
gallery,es,6018,0.15731926727601442
eighth,es,6019,0.15728126756175964
delay,nl,6020,0.15706869624701303
placement,en,6021,0.15704587069663897
indecent,es,6022,0.1568096987230156
dart,en,6023,0.15678338003612394
bloody,zh,6024,0.15676075454619154
daily,en,6025,0.15668238608071347
hoist,zh,6026,0.15660359333301954
chlorine,es,6027,0.15654380265550877
iceberg,zh,6028,0.1561714833590614
priority,en,6029,0.15610807123194004
calculation,es,6030,0.15602179492878368
reindeer,en,6031,0.15599754073402525
advance,en,6032,0.1559968313455578
carpet,es,6033,0.15595550479206255
quartet,en,6034,0.1558862660487544
domino,es,6035,0.15559355802785327
migration,nl,6036,0.15543859676529426
prodigy,es,6037,0.15540103555534027
fece,nl,6038,0.1553867209540908
slow,en,6039,0.1552272782920634
generator,en,6040,0.15511396749977133
sodium,es,6041,0.15508102647968108
ambulance,es,6042,0.15475725261346765
subtle,en,6043,0.15430261536532514
recession,en,6044,0.15419161981849058
radioactive,zh,6045,0.15411355433966342
prevention,zh,6046,0.15407147795276616
bungalow,zh,6047,0.15397636774519724
zebra,en,6048,0.15388940273347246
gloss,en,6049,0.15380904553936908
tablecloth,nl,6050,0.15380661187728217
promise,en,6051,0.15354286933435482
derogatory,es,6052,0.1533937865988519
acrobatic,zh,6053,0.15328561435663796
hypertension,es,6054,0.15325328262942375
medicine,es,6055,0.15314082785643643
lobster,en,6056,0.15307838579697652
autistic,en,6057,0.15306756091192456
soothing,nl,6058,0.15282905618430473
smoke,en,6059,0.15255734818067115
wither,es,6060,0.15230639146266065
reef,en,6061,0.1522506754950202
electromagnetic,zh,6062,0.15206050300269633
carriage,en,6063,0.15206043247394857
symbol,es,6064,0.15201858467195048
health,zh,6065,0.15199649070334728
antibody,es,6066,0.15181049619444423
tuberculosis,es,6067,0.1515798649795318
torture,en,6068,0.15143665034868264
bagpipe,es,6069,0.15139024448157154
coordinate,en,6070,0.15126406896749414
embryo,es,6071,0.15111441501600367
exploitation,zh,6072,0.1510520138138914
diameter,es,6073,0.1509729221486022
disability,en,6074,0.1509206558232021
stepmother,nl,6075,0.1507800414392728
burn,es,6076,0.15064244183986997
slum,en,6077,0.1504362865942381
sociology,zh,6078,0.15026049638829664
salt,en,6079,0.15018099465983492
lark,en,6080,0.15004052756136113
sensor,en,6081,0.14979450900951233
bison,en,6082,0.14947961881363
pizza,nl,6083,0.14946411984374933
piston,en,6084,0.14931023220533177
quarantine,es,6085,0.14910354522014116
shorten,zh,6086,0.14902146916599468
wizard,en,6087,0.14901021842798454
scripture,es,6088,0.1489925964072817
textile,es,6089,0.14893938389191433
lawsuit,nl,6090,0.14887547629774753
sidewalk,en,6091,0.14885428393064723
steel,zh,6092,0.14867747559216712
rhythm,nl,6093,0.1484495699461629
nutrient,en,6094,0.14837840406686442
squid,es,6095,0.14828513171138422
weaving,en,6096,0.14826470422278887
waltz,es,6097,0.14822498164910133
weld,zh,6098,0.14819573540078942
juggling,en,6099,0.14819566791157357
teeth,en,6100,0.1480593960697508
minister,zh,6101,0.14778827288630075
pharmacist,nl,6102,0.1477787094387984
blink,zh,6103,0.14766633562777753
benevolence,zh,6104,0.14759881772550906
profile,en,6105,0.14739785845567535
toxic,es,6106,0.1470477839437291
cashier,en,6107,0.14690950576934306
specificity,es,6108,0.1468384948585914
handsome,es,6109,0.14677751270238623
electricity,es,6110,0.14668868972537527
larva,es,6111,0.14660315015683295
embassy,es,6112,0.14657820106975525
irresponsible,es,6113,0.14627883355747917
accuracy,es,6114,0.14621366807062136
everyday,en,6115,0.14597832284961412
potassium,es,6116,0.1457925311632267
reputation,en,6117,0.1457706849724468
hereditary,zh,6118,0.14555205587837533
prototype,es,6119,0.14542481526441017
infertility,zh,6120,0.1451749716725011
fluoride,es,6121,0.1450255077500771
mayonnaise,es,6122,0.1450242924468353
adoption,es,6123,0.14489361201981463
widow,en,6124,0.14488326783212307
southwest,en,6125,0.14482192403128924
annexation,zh,6126,0.14472578395733357
festival,en,6127,0.14463400165187773
prey,en,6128,0.14455340940586564
misery,es,6129,0.14449927896237627
atrocity,es,6130,0.1442391184534524
crown,zh,6131,0.14417926543627027
designation,nl,6132,0.1441779836688079
saffron,zh,6133,0.14409900105669712
budget,nl,6134,0.143820893840551
caterpillar,en,6135,0.14367176639928594
honest,en,6136,0.14361991946668762
painter,es,6137,0.14346501413802004
synagogue,es,6138,0.14335927711716956
useful,nl,6139,0.1432740927461117
sunflower,en,6140,0.14326301301934108
vagina,en,6141,0.14284240627551945
skyscraper,es,6142,0.14282584921001099
inhibitor,es,6143,0.14227149734421557
recorder,en,6144,0.14227119002411856
herpes,en,6145,0.14218705477926172
fool,es,6146,0.1421480502289751
bulge,en,6147,0.1420221291253398
bastion,zh,6148,0.14201928576045336
audit,es,6149,0.14165559588078966
manuscript,zh,6150,0.14141935408021095
fishing,zh,6151,0.1413495855860224
veil,es,6152,0.14126683791779315
navy,es,6153,0.14058249522986252
curve,en,6154,0.14041573989413803
taxi,nl,6155,0.14017707298407428
dogma,es,6156,0.14015575970897454
lobby,en,6157,0.14012435431870815
lizard,en,6158,0.1400810747307059
obsess,zh,6159,0.1398405698136057
commercial,zh,6160,0.13981457670185996
nova,es,6161,0.13976706129618865
cholesterol,es,6162,0.1395759485087654
stereo,en,6163,0.13936059581545981
lurk,en,6164,0.13933335556831875
verdict,zh,6165,0.13925379323591652
coefficient,es,6166,0.13923989233824813
cold,es,6167,0.13914518973575113
constant,en,6168,0.13902584345248767
clot,en,6169,0.13899845682110015
culture,es,6170,0.13893603925239464
prostate,en,6171,0.1385671173774407
insulin,es,6172,0.13815052898375232
nostalgic,nl,6173,0.1380447103647065
limestone,en,6174,0.13802699166474755
accounting,es,6175,0.13792164014348637
banishment,zh,6176,0.13789998392923594
perjury,en,6177,0.1378182243038218
caviar,es,6178,0.13768878066148235
buffet,nl,6179,0.13741476903322877
baptism,es,6180,0.13729725824974523
idiot,en,6181,0.1371646777774491
spa,zh,6182,0.1371428038404646
table,en,6183,0.1369519375254308
labyrinth,zh,6184,0.13684273855219897
sick,es,6185,0.13678498802487513
curator,en,6186,0.13639260252017874
aggressive,nl,6187,0.13637278749316084
warlord,es,6188,0.13631246097295902
sixth,zh,6189,0.135724224730328
clown,en,6190,0.1356350613785961
letter,nl,6191,0.1353658052101078
skydiving,en,6192,0.1353185021769996
toothbrush,zh,6193,0.1352055864718119
countryside,nl,6194,0.13516549317585955
domino,en,6195,0.13504243255095205
format,zh,6196,0.1345961275913828
immune,en,6197,0.13450987257015626
amputation,zh,6198,0.13432026140475042
mausoleum,zh,6199,0.13431721216921977
category,nl,6200,0.13430790911871637
virginity,en,6201,0.13416248388653731
pearls,en,6202,0.1341192928890905
fable,zh,6203,0.1340558188989002
tequila,es,6204,0.13405226090150632
tendons,zh,6205,0.13397826027237356
geology,es,6206,0.13391656681243558
superficial,zh,6207,0.13363080727039198
cheat,es,6208,0.1335650669731431
tropical,nl,6209,0.13353221751437677
bury,es,6210,0.13350312093015532
brass,nl,6211,0.1334362792457492
anchor,nl,6212,0.1333593712878625
anatomy,es,6213,0.13328294804212168
khaki,en,6214,0.13324443206652584
mission,es,6215,0.13317597479649182
platinum,zh,6216,0.1331093842612645
forbid,nl,6217,0.13297060796502905
triangle,en,6218,0.13249663309910778
paraphrase,zh,6219,0.13236916893195017
doll,zh,6220,0.1323091873012639
leitmotif,zh,6221,0.13229578525878483
fleet,en,6222,0.1321262527752847
tangible,nl,6223,0.13207069502305774
tractor,en,6224,0.13201635205804316
diver,es,6225,0.13200308203452443
diet,es,6226,0.1319382636789081
radioactive,es,6227,0.13186452840863985
resident,zh,6228,0.13182030425030405
biography,nl,6229,0.13161745099456262
lyrical,zh,6230,0.13153801674092805
crack,en,6231,0.13135943458072363
planet,en,6232,0.13127145743456106
senator,es,6233,0.13120343972931828
prestige,zh,6234,0.13107201374243346
ultraviolet,es,6235,0.1310416434114204
insecticide,es,6236,0.13083835188895962
compass,en,6237,0.13082265699140416
armor,en,6238,0.13078964917323266
antibody,zh,6239,0.13064045607853472
aggressive,en,6240,0.13024311018938467
affinity,nl,6241,0.13011638041518234
hollow,nl,6242,0.1298522330437079
enzyme,es,6243,0.12977487761801898
drink,en,6244,0.12952371179547634
escape,en,6245,0.129479952514936
carbon,en,6246,0.12944202125515678
ceramic,es,6247,0.12932704745614138
polymer,en,6248,0.12898525606011949
complexity,en,6249,0.12896752153847504
primitive,es,6250,0.12889152983633398
report,nl,6251,0.1283731214161153
treasury,en,6252,0.12834041587252473
strawberry,nl,6253,0.12830434941280575
rainbow,zh,6254,0.12826771274151055
zodiac,es,6255,0.1282242997307972
alternate,zh,6256,0.12775772124792806
hunter,nl,6257,0.12773907078307442
replace,en,6258,0.12737992385942565
reply,en,6259,0.1273590958705167
ant,zh,6260,0.12702384269911082
kangaroo,zh,6261,0.12698929374981197
companion,zh,6262,0.12694514579748653
palette,es,6263,0.12665604841695255
bikini,es,6264,0.1264873362754787
weightlifting,zh,6265,0.12641367907445591
depth,en,6266,0.12629719214850332
boundary,nl,6267,0.12629456995530622
