lemma,language,saliency rank,saliency score
embed,zh,5537,0.41149665897545284
octopus,es,5538,0.41142606005509197
skeleton,es,5539,0.4111942178565124
scale,es,5540,0.4110388054833411
original,nl,5541,0.4109653774776712
algebra,en,5542,0.4103483933117622
miner,zh,5543,0.4100009760504311
receive,en,5544,0.4092437243818988
agreement,en,5545,0.4087635563393342
preach,en,5546,0.4084857338556626
linguistic,zh,5547,0.4084293660167091
therapy,es,5548,0.40833723783051634
eagle,en,5549,0.4080688734829541
ginger,en,5550,0.40792631059724466
phalanx,es,5551,0.4077749638196955
pioneer,es,5552,0.4073617114039587
stone,en,5553,0.4071381831048298
humanity,es,5554,0.40651966956928337
polygamy,es,5555,0.4061513544366093
command,es,5556,0.40592427686437443
delicate,en,5557,0.40585183150863025
powerful,nl,5558,0.40583124724768405
scrotum,en,5559,0.4056668404244158
contraception,nl,5560,0.405576990614321
secretion,es,5561,0.40552332271224273
daughter,nl,5562,0.4053052005994833
treat,en,5563,0.40479005102762433
lord,es,5564,0.4047021055825066
confusion,en,5565,0.40452309616090065
productivity,es,5566,0.40449803524484845
fourteen,en,5567,0.4039003086394005
derailment,zh,5568,0.4036888403222687
archaeology,es,5569,0.4029406663769002
extreme,en,5570,0.40271867478700707
alliance,nl,5571,0.40223437357603314
carbon,zh,5572,0.40218122206087964
shore,zh,5573,0.4019427508089571
huge,nl,5574,0.40162444650211554
perseverance,es,5575,0.4014776399868856
humiliation,nl,5576,0.4012847293442699
bandit,zh,5577,0.4011258041908799
net,en,5578,0.4010973568604419
grandson,nl,5579,0.4009937210150594
hook,en,5580,0.4001471167106329
extraordinary,nl,5581,0.3999879763890496
hundred,en,5582,0.39953394055761593
indoctrination,es,5583,0.39947365426751624
beetle,nl,5584,0.39879764735341905
configuration,es,5585,0.39830382261843406
thumb,zh,5586,0.3978409888880375
astronomer,zh,5587,0.3977543140292319
uppercase,zh,5588,0.39775228056726103
internet,en,5589,0.3975862389327243
query,zh,5590,0.3975511688231711
quarantine,nl,5591,0.3970473948808016
editorial,es,5592,0.39695999743640775
gram,nl,5593,0.3968024772309163
vanilla,es,5594,0.39647349785195374
torture,en,5595,0.39644838074126476
dismiss,en,5596,0.3961344615364557
alphabet,en,5597,0.3959077407961975
cobra,es,5598,0.3958712634326035
larva,es,5599,0.39541412830517525
carol,zh,5600,0.3952689868265925
paraphrase,en,5601,0.3943265363867818
compassion,en,5602,0.39428763884180756
quasi,zh,5603,0.3941803787423135
assumption,zh,5604,0.39403381297889145
empire,en,5605,0.3939165615359514
desert,nl,5606,0.3938301371699806
ostrich,nl,5607,0.39357670598935707
kiss,es,5608,0.39348623344500394
utility,en,5609,0.39339991678067304
one,zh,5610,0.39331447276388243
lark,en,5611,0.39323792086705245
empty,nl,5612,0.3931746773076972
pistol,nl,5613,0.39314835872550724
hollow,nl,5614,0.39293039166911287
ruminant,zh,5615,0.39268559932198194
resident,zh,5616,0.3920368897915734
ranger,en,5617,0.3918508243023749
doctor,en,5618,0.3916726053449556
architecture,en,5619,0.3911556635066897
invasion,es,5620,0.3907703712539693
petrify,zh,5621,0.3903009498884615
vest,en,5622,0.3902801338869898
bikini,zh,5623,0.3899224498692901
suitcase,en,5624,0.38974822861511554
walrus,en,5625,0.38941886524002123
moon,nl,5626,0.3890297919792205
news,nl,5627,0.38899084066412865
bridge,en,5628,0.3889861555547202
abduction,en,5629,0.3887977186953362
lip,nl,5630,0.3885224955483088
continuation,es,5631,0.38830300857895833
brandy,en,5632,0.3879658402929565
jeans,es,5633,0.38771488954920325
sponge,nl,5634,0.3870967882131196
rewrite,nl,5635,0.3867511453887783
balloon,en,5636,0.38670148283808364
pronoun,en,5637,0.38625607728584843
memorable,zh,5638,0.3856077618515841
slum,nl,5639,0.3855134175680339
scalp,en,5640,0.38549245866682125
salmon,nl,5641,0.3854663115868399
mortgage,nl,5642,0.3852274829544313
insert,en,5643,0.38494121849811824
process,en,5644,0.38493924663866824
transformer,en,5645,0.3849110749186852
bag,nl,5646,0.3848689800413512
stadium,zh,5647,0.38484495751634223
bookstore,es,5648,0.3847181404759748
turbine,es,5649,0.38468461621581035
crossing,es,5650,0.3846168995729172
trend,es,5651,0.38454942389119506
dice,es,5652,0.38421125744306805
improvisation,nl,5653,0.3829660676788412
annal,zh,5654,0.3828245618241492
decade,en,5655,0.38272450674230324
ambulance,zh,5656,0.3823504133881725
sticker,zh,5657,0.38225033549619153
provide,es,5658,0.3821417729713919
duet,en,5659,0.3821151337462945
texture,en,5660,0.3820313889342173
explorer,es,5661,0.3820159627481556
anatomy,en,5662,0.381924540158222
soldier,nl,5663,0.3818856247177905
blasphemy,zh,5664,0.38174711050150956
family,nl,5665,0.3816526097103463
volcano,zh,5666,0.38164154648747556
paraphrase,zh,5667,0.38159286304807327
simplicity,zh,5668,0.38156927707512583
certification,es,5669,0.3815451143222222
cellulose,zh,5670,0.3809173814500855
righteous,es,5671,0.38056491274812504
alchemy,en,5672,0.38038702566453714
six,en,5673,0.38026212417574456
initial,es,5674,0.37997891271785017
fifteen,es,5675,0.37996046170760345
negotiation,zh,5676,0.3797555386705786
user,es,5677,0.3796691778543136
erosion,zh,5678,0.37929717194493295
otter,en,5679,0.3790689529026915
herb,en,5680,0.37901407835652345
nirvana,es,5681,0.37890177917168993
cigarette,nl,5682,0.37881571128977026
crazy,es,5683,0.37880766056873716
popularity,en,5684,0.3785766220946308
prostate,nl,5685,0.37829998035581847
thrust,en,5686,0.37753317783221896
kill,es,5687,0.3772208320457056
coincidence,nl,5688,0.37701678959888696
noodle,es,5689,0.3769504292445591
generator,en,5690,0.37659339530339936
lantern,es,5691,0.37594400598354055
software,nl,5692,0.3758573133801985
bungalow,zh,5693,0.3758256365760094
excess,en,5694,0.3758161961341793
tobacco,nl,5695,0.3752204396744738
superficial,nl,5696,0.3751338629453379
fifteen,zh,5697,0.37400430777635024
latitude,en,5698,0.3738025984533818
orchid,nl,5699,0.3736425344783366
challenge,zh,5700,0.3734945460004099
collage,es,5701,0.37347511940460104
beheading,zh,5702,0.37320359763353134
venerable,zh,5703,0.37304081065980044
medical,zh,5704,0.37294972541544347
deadline,zh,5705,0.3728935832258377
resolution,en,5706,0.3722571009036812
ant,en,5707,0.3721976121347308
rainfall,es,5708,0.37159321700256515
bull,nl,5709,0.37152985539181305
swollen,en,5710,0.3713540891781334
rustic,zh,5711,0.37055538319738623
scan,en,5712,0.3703380153240272
wig,en,5713,0.36988340554865123
adjective,es,5714,0.3696846941017451
dungeon,zh,5715,0.36964900725071514
frog,nl,5716,0.3694634799728641
gesture,nl,5717,0.3681588279164814
anvil,nl,5718,0.36804044897684957
claw,zh,5719,0.36789036404658065
pickpocket,en,5720,0.36742405091245806
lazy,en,5721,0.3673482947101313
kaleidoscope,zh,5722,0.36714020088674243
hundred,zh,5723,0.36695040235652654
six,zh,5724,0.3669114041579002
mausoleum,zh,5725,0.36664177590930075
guerrilla,zh,5726,0.36616102108970555
philosopher,zh,5727,0.36615366419817785
destructive,en,5728,0.3661216858478502
meatball,en,5729,0.365946281630645
twenty,en,5730,0.3653970827704989
decade,es,5731,0.3653805196572055
clear,es,5732,0.36482611753349403
delay,nl,5733,0.36482317711039797
summer,es,5734,0.3646557693958775
profitability,zh,5735,0.364598526014237
ford,zh,5736,0.3645030091167262
miracle,es,5737,0.36443295595280834
regulation,nl,5738,0.36343946855541454
someone,nl,5739,0.3632379751967646
volcano,en,5740,0.36316550271239945
khaki,en,5741,0.3630017897354615
finger,zh,5742,0.3627071776290405
stutter,nl,5743,0.3626798988919269
turbine,en,5744,0.36249293563878315
forty,en,5745,0.3624731276665599
overdose,nl,5746,0.3618265144106671
discount,nl,5747,0.36171347425392514
seminar,es,5748,0.3616286514946072
archive,nl,5749,0.3611637921474905
calendar,zh,5750,0.3611022595287204
plantation,nl,5751,0.36099487145267506
stranger,en,5752,0.36092433083438064
forum,zh,5753,0.3608991214466492
softball,zh,5754,0.36073067423741756
sandal,nl,5755,0.36065331949193596
channel,es,5756,0.36018305290254504
wind,es,5757,0.3601198468654735
belief,es,5758,0.35995706902784175
solar,en,5759,0.35861264879488597
author,en,5760,0.35846347612628976
amulet,es,5761,0.35825337680755076
hinge,en,5762,0.3578941926651331
ignorant,es,5763,0.357737028077016
mixed,zh,5764,0.35765000061502544
cheap,zh,5765,0.35752197766463295
describe,nl,5766,0.35697990887682185
trigger,en,5767,0.35693630583139563
spore,zh,5768,0.35680975141167204
ladybug,zh,5769,0.3566188004002756
half,nl,5770,0.3564877121255619
allegation,es,5771,0.35645807202437796
arch,es,5772,0.3564249910387836
loudspeaker,es,5773,0.3561190591562747
eyelid,es,5774,0.3560027904677011
sale,en,5775,0.35596021255693927
avenue,zh,5776,0.35519227941884307
boxer,en,5777,0.3545852924962884
jockey,en,5778,0.35452485691583235
pathogen,en,5779,0.3541597396101042
boss,zh,5780,0.3534424273786436
eve,nl,5781,0.353372540034703
electrician,es,5782,0.35331614558960894
refute,es,5783,0.35326433226726667
institute,nl,5784,0.3531769386147968
adjustment,es,5785,0.3530486833624036
resonance,en,5786,0.35276968269452474
orion,es,5787,0.35241999625515447
tequila,zh,5788,0.35198130877036654
totalitarianism,es,5789,0.35160862917927005
flip,nl,5790,0.3515471558464266
veterinary,zh,5791,0.35140461320162286
conditioning,es,5792,0.3512102235106019
milestone,zh,5793,0.350213901038957
scene,en,5794,0.35011172863227086
trick,es,5795,0.34956592960583527
wool,es,5796,0.34936036420968625
separate,nl,5797,0.3490275118200882
tropical,nl,5798,0.3489857844628929
praise,es,5799,0.34878219439542263
adventure,en,5800,0.3483739865763618
sleeper,zh,5801,0.34785991220920426
carriage,en,5802,0.34744530280861247
coral,nl,5803,0.34724018999256184
shield,es,5804,0.34716356647211316
team,en,5805,0.3470022908238821
waltz,nl,5806,0.34662865544740024
role,en,5807,0.34649174637041785
brandy,zh,5808,0.34636317345596707
erosion,es,5809,0.3460019173765775
replacement,en,5810,0.34578104621551703
ventilation,zh,5811,0.34560356826230126
advertising,es,5812,0.345596633351249
crawl,en,5813,0.3455894242759242
practice,nl,5814,0.3451809015384559
pacific,zh,5815,0.34457136419793405
poison,es,5816,0.34448560648981685
controller,en,5817,0.34423689532458684
defend,en,5818,0.34416169111402184
angle,es,5819,0.3438048517457612
asthma,nl,5820,0.3436151422728809
attitude,es,5821,0.34358406854828233
legalize,es,5822,0.34326332341478855
week,es,5823,0.3430092785512757
theory,zh,5824,0.3423758334941414
hypertension,zh,5825,0.34218578239150194
friend,nl,5826,0.3419467370165778
benevolence,nl,5827,0.34175386364915666
archery,en,5828,0.34164014923709934
braid,es,5829,0.34148639068560005
foreign,zh,5830,0.34145266386141887
arrange,es,5831,0.34129313358371277
table,es,5832,0.34128887271630043
toilet,en,5833,0.3412198312723747
proportion,es,5834,0.3408065622947808
function,en,5835,0.34064341536302617
mailbox,nl,5836,0.34055217860883263
connector,zh,5837,0.3404654179470368
telegraph,zh,5838,0.3403399167894383
refine,zh,5839,0.34029460670725914
buckle,es,5840,0.3402496862643288
silhouette,es,5841,0.3396053898478116
donate,en,5842,0.33939290797710053
fifty,es,5843,0.3393345146900712
stable,nl,5844,0.339163426350082
penguin,en,5845,0.3389117895616786
objection,es,5846,0.33877194342218075
faction,zh,5847,0.33845303263844395
laundering,zh,5848,0.3384382820758807
freckle,zh,5849,0.3383571575373591
pheasant,nl,5850,0.3382356603365512
name,en,5851,0.3379748340304644
wait,es,5852,0.33745067760278863
signature,en,5853,0.3374369937851904
municipal,es,5854,0.3371926092508221
stain,zh,5855,0.3371433533757953
owl,en,5856,0.3370815181179498
effective,nl,5857,0.33691767233509423
codex,nl,5858,0.3368817883030675
composer,zh,5859,0.33667726174933316
behind,en,5860,0.336094700845574
karma,zh,5861,0.33587430370294075
potter,es,5862,0.3358209406369213
trance,en,5863,0.3357480827088428
beneficiary,zh,5864,0.3357100286705046
system,en,5865,0.3356480161516374
ecstasy,en,5866,0.33529398954797984
custom,zh,5867,0.3351770054702552
hell,zh,5868,0.3347179932748552
quartz,en,5869,0.33470720989261843
catalyst,en,5870,0.33465633467088635
specialty,es,5871,0.3346530081475438
bakery,es,5872,0.33465169254356764
decibel,nl,5873,0.3345257847766253
furniture,zh,5874,0.33447830508565357
blacksmith,nl,5875,0.33433158272546865
barley,en,5876,0.3338929693248735
resin,zh,5877,0.3331068205293609
rugge,zh,5878,0.33297923673451096
hire,en,5879,0.3328848111743548
eliminate,zh,5880,0.3327136815639118
fog,en,5881,0.3324882052762173
passive,nl,5882,0.3324774383188886
sneak,zh,5883,0.3323275643025008
temperamental,en,5884,0.33231353673477143
rude,nl,5885,0.33227879921500947
prison,zh,5886,0.33207605717075045
blood,en,5887,0.33199704376808126
tumor,en,5888,0.33183627049647696
cigarette,en,5889,0.33148140833772444
midwife,nl,5890,0.3313251877581833
headquarter,es,5891,0.33130950539716364
limb,es,5892,0.33113069944901147
credible,es,5893,0.33075009905926694
handbag,zh,5894,0.33047505886831025
breakfast,en,5895,0.32987356222843156
fearless,es,5896,0.32978738841144833
media,en,5897,0.3290187488168486
provincial,zh,5898,0.3289314022716074
lever,en,5899,0.3288631455360268
cosine,es,5900,0.3288469118178575
pilgrimage,zh,5901,0.32878928308250144
domino,nl,5902,0.3287019303921441
impress,en,5903,0.3285373098531201
bolt,es,5904,0.3282777306962512
autism,zh,5905,0.32819364333635864
announcer,es,5906,0.32809824780511054
wear,nl,5907,0.32795569195333735
parchment,en,5908,0.327800770824514
nationality,nl,5909,0.3277235082956282
assimilation,nl,5910,0.3275299191310763
irrelevant,es,5911,0.32732135547110036
invisible,nl,5912,0.32729700146955104
roar,zh,5913,0.3258629972758909
oath,en,5914,0.3256169048632435
beep,zh,5915,0.3253738382756291
walrus,zh,5916,0.32515796712470135
coast,en,5917,0.32502826829139597
truce,en,5918,0.3249763288265282
spitting,es,5919,0.3248836961386653
mountain,en,5920,0.3247189232560514
acre,es,5921,0.32470258411265185
provocation,zh,5922,0.32455189069705687
preposition,nl,5923,0.3244364060795906
computing,es,5924,0.32412917786882306
frustration,zh,5925,0.3241118540713223
junior,zh,5926,0.3236769822441758
famine,en,5927,0.3231494369807431
wound,zh,5928,0.32261523531355024
sodium,en,5929,0.32210793562938855
secret,es,5930,0.32189508266850125
conviction,en,5931,0.32174062514377527
ambition,es,5932,0.3215348181582543
balance,zh,5933,0.32126062638198516
altruism,en,5934,0.3208927718589836
protest,es,5935,0.3206781497399446
preposition,es,5936,0.3205837974775044
convene,zh,5937,0.3205598800045997
cavity,nl,5938,0.3204749165440915
valve,en,5939,0.3202665609008192
chaos,zh,5940,0.3201387741907083
domain,nl,5941,0.31975723403540857
reader,zh,5942,0.31953207949877455
slander,nl,5943,0.31932979466988615
nova,nl,5944,0.31895818595153286
claw,en,5945,0.31853641218446926
consumer,en,5946,0.3185244093630032
escort,es,5947,0.31840708341021645
step,es,5948,0.3182775790798236
loudspeaker,nl,5949,0.3179180398180892
champion,es,5950,0.3178877632398443
needle,nl,5951,0.31783604643811053
dilemma,nl,5952,0.31775585514689403
thirty,zh,5953,0.3176346365198797
rubber,es,5954,0.31761783473524624
compensation,nl,5955,0.31753155655137366
prophet,zh,5956,0.31646941359662734
level,en,5957,0.3164204109125229
swallow,zh,5958,0.3163471179012156
ten,es,5959,0.3163262254094763
spine,es,5960,0.3161720627871441
weaken,zh,5961,0.31604486887839545
sponsorship,zh,5962,0.3159293792316743
pilgrimage,nl,5963,0.31585547430526445
appetizer,nl,5964,0.3148613376575182
missionary,zh,5965,0.31470895557402795
abroad,zh,5966,0.3142345940939775
form,nl,5967,0.31402049675687993
depreciation,nl,5968,0.31387677350695525
bossy,nl,5969,0.31324829765207873
galaxy,es,5970,0.31300903348647974
slave,nl,5971,0.31278603792889936
melanin,zh,5972,0.3125506578296132
dialect,nl,5973,0.3123059655186753
canoe,en,5974,0.31152649394291027
separation,nl,5975,0.31093848542850705
fin,es,5976,0.3107867943616046
coffin,zh,5977,0.3106186003679363
diagonal,nl,5978,0.3104813465294931
dissolve,en,5979,0.3104092839616613
passive,en,5980,0.3103799313495436
dogma,en,5981,0.31036920802682205
wasting,nl,5982,0.310301549055891
flammable,nl,5983,0.31024392184004795
chess,en,5984,0.31023061900604615
enter,es,5985,0.3101113299820069
portrait,es,5986,0.3093401903553613
prototype,en,5987,0.30906631475289953
slope,en,5988,0.3088910686846504
performance,es,5989,0.3088831693357004
protest,zh,5990,0.308841432735115
corner,es,5991,0.3088181296124209
artery,es,5992,0.30877648702447225
confession,nl,5993,0.3083632620417173
derivative,en,5994,0.3081738359260907
emblem,es,5995,0.3081341957367984
simplification,en,5996,0.3080421489691956
ark,en,5997,0.3079888677710224
succulent,en,5998,0.3078357122805536
playboy,nl,5999,0.3077953639841683
limb,en,6000,0.3067143049526554
nipple,nl,6001,0.3066880791401824
conservative,nl,6002,0.30652839743716076
veto,zh,6003,0.3064791180446986
tractor,zh,6004,0.3063230632999988
juggling,zh,6005,0.3062775502734136
victory,nl,6006,0.30625763350656277
bishop,zh,6007,0.30606305700692304
supersonic,en,6008,0.3057024748649674
found,nl,6009,0.3055801357058909
hang,nl,6010,0.30556260306607197
tomato,en,6011,0.30545959186787963
global,es,6012,0.3050275464420127
super,es,6013,0.3041349311141373
curvature,nl,6014,0.30395347819589985
treasury,nl,6015,0.3035840283519621
random,en,6016,0.30342378137212256
recent,zh,6017,0.30312250112808364
stair,es,6018,0.3030403116557465
gift,zh,6019,0.3028788864335022
skin,nl,6020,0.30284953337368176
hostility,zh,6021,0.3027709518590423
sleepy,en,6022,0.30259742084839764
scandal,en,6023,0.3022447223520381
use,en,6024,0.3022246439686558
rally,zh,6025,0.30215594617176983
sardine,es,6026,0.30215239767309726
eel,en,6027,0.3020026581949626
entity,zh,6028,0.3018169656706316
atheism,zh,6029,0.3016881866854917
fisherman,zh,6030,0.3013346327557799
nutrition,nl,6031,0.30127492285966395
terrain,zh,6032,0.3006313639420712
ion,nl,6033,0.30062346137396484
grandson,es,6034,0.3006170873424566
pulsate,zh,6035,0.3005732159216119
generation,es,6036,0.2995693436228347
slum,en,6037,0.2995556677599991
ranch,zh,6038,0.2991001424133976
sting,es,6039,0.2988020718398898
solid,es,6040,0.2987455374572566
risk,zh,6041,0.29836782500359327
memory,zh,6042,0.2983205610455223
loan,nl,6043,0.2982296350205883
whistle,nl,6044,0.29808331311988207
gills,es,6045,0.29751652116428373
iodine,zh,6046,0.2973649445513602
cathedral,nl,6047,0.2969708372436459
bruise,nl,6048,0.29648453791187496
favorite,es,6049,0.2963590296310255
chloroform,zh,6050,0.29614284801040713
fitness,nl,6051,0.295932871969074
automatic,nl,6052,0.2959161856421627
hilt,en,6053,0.29586702858577196
third,en,6054,0.2957861141557936
arthritis,zh,6055,0.29533296421653393
iodine,en,6056,0.295252180280346
deepen,zh,6057,0.2952418659667989
ballet,es,6058,0.29514646176519244
vulture,en,6059,0.2948835942415914
will,es,6060,0.29484354506428345
recommend,zh,6061,0.294770932226142
hereditary,nl,6062,0.2946456428827574
excursion,zh,6063,0.29439576143313645
supremacy,zh,6064,0.2939933589215007
sincere,nl,6065,0.29389297058785424
overdose,zh,6066,0.29376752489284413
fossil,en,6067,0.2937143004480629
nightclub,es,6068,0.2929330877393118
drug,es,6069,0.2928638451362787
taboo,en,6070,0.2927697963755616
stagnation,es,6071,0.29219420660589634
salary,en,6072,0.29218757520551036
kidney,es,6073,0.2915393649367117
nightmare,zh,6074,0.29124889031594414
frustrated,es,6075,0.29105091362320173
strip,es,6076,0.2909206874721267
clumsy,es,6077,0.2907467057728303
falcon,zh,6078,0.29033295048095836
plaintiff,es,6079,0.2901049632402727
promiscuous,en,6080,0.28985127490682505
fourteen,zh,6081,0.2897730309134306
turtle,nl,6082,0.2893115422439611
nepotism,en,6083,0.2890497266641935
hibernation,en,6084,0.28897553050770636
strengthen,es,6085,0.28875027385372065
parking,en,6086,0.28847909835839003
navel,es,6087,0.2882550496943697
wash,en,6088,0.2878709094291001
squadron,en,6089,0.28776353223440826
remodel,nl,6090,0.28759858918674736
excavation,zh,6091,0.28745666053923385
voter,en,6092,0.28739722953188257
ham,zh,6093,0.28705046401117046
ambition,nl,6094,0.2867345500017731
loot,es,6095,0.28652424148670125
spiral,es,6096,0.28625440233746663
pigment,zh,6097,0.28611730952764813
zinc,nl,6098,0.2860376976393731
disappear,nl,6099,0.28588496714541195
institution,es,6100,0.28587269593748993
booty,nl,6101,0.28504644535881146
hereditary,en,6102,0.2845329419886653
numbering,es,6103,0.28416858715991816
tendons,es,6104,0.28402316211577805
pistachio,nl,6105,0.28374924019404973
almond,es,6106,0.28373425379802586
feed,es,6107,0.2832745956057166
majority,nl,6108,0.2821814758335105
macaroni,nl,6109,0.281700192575419
gear,zh,6110,0.2813655651350653
platypus,en,6111,0.2813586248640268
raspberry,en,6112,0.280121662106644
hoof,nl,6113,0.28004253782920396
mule,zh,6114,0.27992282085284376
truce,nl,6115,0.27980734338845503
glass,en,6116,0.27975343011895204
coin,es,6117,0.27967934862285426
puppy,en,6118,0.2793835590060561
helmet,en,6119,0.27902276121427577
lungs,es,6120,0.2785553987389249
wealth,es,6121,0.2785546759072514
prophet,en,6122,0.27834782285147786
pianist,nl,6123,0.2782882799996035
cerebellum,es,6124,0.27789597882746125
termination,es,6125,0.27733203592009437
termite,zh,6126,0.2772760901551691
bonsai,zh,6127,0.2772163715584985
park,zh,6128,0.2771235198595028
plural,es,6129,0.2768183717920808
veto,en,6130,0.27663906204096983
decode,zh,6131,0.27661629173586666
service,zh,6132,0.2766142707396485
aggressive,es,6133,0.27659074233694175
lakes,es,6134,0.2764004528589717
fable,es,6135,0.27616298404208833
gallbladder,es,6136,0.2758193331929404
quadrant,zh,6137,0.2756167320526948
immigrant,es,6138,0.2755378629925487
indecent,nl,6139,0.27516323425340145
constant,en,6140,0.2750244008571217
diplomat,en,6141,0.2749604560961138
detention,zh,6142,0.2748957390291962
cooling,nl,6143,0.27402976952852987
intestine,es,6144,0.27387097307169345
raisins,es,6145,0.2738010443176734
reprimand,zh,6146,0.27362158880455717
audit,en,6147,0.27361160421004344
authority,en,6148,0.2735593389340184
prodigy,en,6149,0.2734634555356701
isolation,nl,6150,0.2732468714482414
ghetto,zh,6151,0.27320999692815534
brigade,en,6152,0.2727045348025975
leader,nl,6153,0.2726424267338108
ski,zh,6154,0.2724586274600549
voltage,es,6155,0.2723374498417768
therapy,nl,6156,0.2720514608618427
soften,es,6157,0.272039680689333
thief,nl,6158,0.2717569383818171
climb,en,6159,0.2716733247568424
linguistic,nl,6160,0.27061396317792585
buffer,nl,6161,0.27058213390109415
reindeer,en,6162,0.27053114750714535
poor,zh,6163,0.27052162038466815
reason,en,6164,0.27041083931174636
quantum,es,6165,0.27005675255419875
calculation,es,6166,0.26997830292929964
lighting,zh,6167,0.26971943724323566
versatile,nl,6168,0.2696851725492305
majestic,en,6169,0.26954597415284376
deep,es,6170,0.2689969638474922
despair,es,6171,0.26871899544236966
castration,zh,6172,0.26844853786387496
sperm,nl,6173,0.26828795932065597
papaya,en,6174,0.26799994385822773
retina,es,6175,0.2679533380002156
sol,nl,6176,0.267867583821624
historian,zh,6177,0.267608141459672
stepmother,zh,6178,0.2671634762020443
sodium,zh,6179,0.26710951166032276
appetite,es,6180,0.2667258378658204
fable,nl,6181,0.26664978292027697
infertility,en,6182,0.26631749560753937
bureaucracy,es,6183,0.26625017491330094
alia,zh,6184,0.26603054283266997
toxin,zh,6185,0.2656793994614925
melanin,en,6186,0.26549761510336056
outside,es,6187,0.26543051542670815
cowardice,es,6188,0.2652702767078845
cyst,en,6189,0.2652478015611403
corridor,es,6190,0.2649465043934721
ode,zh,6191,0.2648914127190344
ski,en,6192,0.2648645715333339
soloist,es,6193,0.26465833830788404
oboe,en,6194,0.2645759454863525
cartilage,en,6195,0.2643745908893323
stamp,nl,6196,0.26430156520670867
palpitation,es,6197,0.26429256011950025
dramatic,en,6198,0.26424775531437517
addict,nl,6199,0.26385281966958657
viscosity,es,6200,0.26367192928329664
spine,en,6201,0.2635819314431012
useful,nl,6202,0.2633655003886582
generate,es,6203,0.26335879416805086
additional,nl,6204,0.2633408932845818
dissident,zh,6205,0.2631385211746853
orange,nl,6206,0.2630230853955586
serum,zh,6207,0.2627296334105059
peninsula,en,6208,0.26253930987635005
gazebo,nl,6209,0.2624690617360942
astigmatism,zh,6210,0.2623684457061328
receipt,en,6211,0.26234004830508667
synonymous,es,6212,0.2618274431603064
indirectly,nl,6213,0.2614651919941863
lightning,en,6214,0.2611402083515378
solvent,en,6215,0.26083200380381544
player,es,6216,0.26056099300549124
frugal,zh,6217,0.2604831022751142
greedy,nl,6218,0.260450987280562
scapula,nl,6219,0.26011840115565
hoof,es,6220,0.25999366725715817
insurance,nl,6221,0.25994127848537424
expansion,zh,6222,0.25980721374289684
euthanasia,nl,6223,0.2598022789675165
popcorn,zh,6224,0.2596831969778195
telegraph,en,6225,0.2592725329876858
depressed,en,6226,0.2588328449329039
captain,nl,6227,0.25882244299632756
multimedia,zh,6228,0.25860062128945904
pimp,es,6229,0.2585512743266742
mimosa,zh,6230,0.2581106684016177
ecology,es,6231,0.2581062855850282
credibility,es,6232,0.2580599445403693
irrigation,es,6233,0.25793694004688056
psalm,es,6234,0.25758328118203216
federal,nl,6235,0.25755763011504157
depth,zh,6236,0.2575054477334353
assumption,en,6237,0.257428465548453
wireless,zh,6238,0.2574013477009827
illiterate,zh,6239,0.2572552911542087
magnolia,en,6240,0.25721205446417716
dilute,zh,6241,0.2571707294713128
hostility,nl,6242,0.2570081507338683
park,en,6243,0.25623383057051957
melody,en,6244,0.2561583391599321
boar,zh,6245,0.25614484247332014
spider,en,6246,0.2561040413182284
contraband,es,6247,0.25605170483295797
before,es,6248,0.2560033029035805
reef,nl,6249,0.25533414021028045
marines,zh,6250,0.25500423946171996
panorama,es,6251,0.2549995989376368
reflect,zh,6252,0.2547714048272446
centipede,nl,6253,0.2545664388972744
granite,es,6254,0.2545292913457902
elect,nl,6255,0.25438837967632477
eruption,zh,6256,0.25415260389134076
declare,zh,6257,0.25404304135192846
integrity,en,6258,0.25279654960676373
banner,en,6259,0.2526473671936498
fraud,en,6260,0.25242406148036717
tree,nl,6261,0.25215814363338046
complain,nl,6262,0.25192580273504545
weld,en,6263,0.2518480149350643
tablecloth,nl,6264,0.25141362563221575
devaluation,es,6265,0.25126824121773395
husband,zh,6266,0.25117887777154624
long,en,6267,0.25116702952656583
gum,es,6268,0.25073705285262127
reindeer,zh,6269,0.25047913203726263
stingy,nl,6270,0.24997036647324006
tricycle,zh,6271,0.24976514938220204
termite,en,6272,0.24956044777612543
trivial,en,6273,0.249374573108605
literate,en,6274,0.2491801304289231
action,zh,6275,0.2491608431754879
population,es,6276,0.24862923675595933
baron,en,6277,0.24844201610567038
persecution,nl,6278,0.24731195168622314
vampire,en,6279,0.2467396111792351
uncle,zh,6280,0.24658881251239864
deposit,zh,6281,0.24654231358276193
catharsis,es,6282,0.24647611520977777
fifty,zh,6283,0.24645594766122922
glue,zh,6284,0.24643608883064594
prince,en,6285,0.24637519239343242
half,es,6286,0.24618428302556897
indicator,zh,6287,0.24582404687211168
bodybuilding,zh,6288,0.24577343036545662
meteor,en,6289,0.24549608252611835
shell,zh,6290,0.24543541464640833
tenor,es,6291,0.2451853203155292
incontinence,zh,6292,0.24488532334887278
beard,nl,6293,0.24470883735169371
verb,es,6294,0.2443698275778959
slave,en,6295,0.2442272123501035
police,zh,6296,0.24410205567310853
crucifixion,en,6297,0.24401762888991635
caliber,es,6298,0.243913447668194
autumn,zh,6299,0.24371021048573377
install,zh,6300,0.2436643311204308
five,es,6301,0.24346334029419753
yolk,en,6302,0.24293980967709788
muscle,nl,6303,0.24289976593160034
